Samplingpoint,Pollutant,Start,End,Value,Unit,AggType,Validity,Verification,ResultTime
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-05,2022-07-06,14.975845,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-06,2022-07-07,15.972222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-07,2022-07-08,10.0,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-08,2022-07-09,14.583333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-09,2022-07-10,11.388888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-10,2022-07-11,10.416666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-11,2022-07-12,10.0,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-12,2022-07-13,13.611111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-13,2022-07-14,19.583333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-14,2022-07-15,16.944444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-15,2022-07-16,15.277777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-16,2022-07-17,16.25,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-17,2022-07-18,17.638888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-18,2022-07-19,20.833333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-19,2022-07-20,22.361111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-20,2022-07-21,22.916666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-21,2022-07-22,15.0,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-22,2022-07-23,15.972222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-23,2022-07-24,18.472222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-24,2022-07-25,19.861111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-25,2022-07-26,14.444444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-26,2022-07-27,11.666666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-27,2022-07-28,13.611111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-28,2022-07-29,15.138888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-29,2022-07-30,15.694444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-30,2022-07-31,13.888888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-07-31,2022-08-01,9.583333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-01,2022-08-02,10.0,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-02,2022-08-03,15.694444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-03,2022-08-04,16.388888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-04,2022-08-05,19.444444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-05,2022-08-06,9.444444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-06,2022-08-07,9.305555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-07,2022-08-08,10.277777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-08,2022-08-09,14.027777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-09,2022-08-10,13.333333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-10,2022-08-11,13.333333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-11,2022-08-12,13.888888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-12,2022-08-13,10.694444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-13,2022-08-14,13.055555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-14,2022-08-15,11.666666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-15,2022-08-16,11.805555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-16,2022-08-17,18.194444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-17,2022-08-18,15.277777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-18,2022-08-19,17.916666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-19,2022-08-20,13.333333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-20,2022-08-21,9.444444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-21,2022-08-22,15.0,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-22,2022-08-23,14.861111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-23,2022-08-24,18.888888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-24,2022-08-25,16.355477,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-25,2022-08-26,13.055555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-26,2022-08-27,33.472222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-27,2022-08-28,19.861111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-28,2022-08-29,13.888888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-29,2022-08-30,20.138888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-30,2022-08-31,15.0,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-08-31,2022-09-01,16.111111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-01,2022-09-02,11.805555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-02,2022-09-03,10.694444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-03,2022-09-04,9.583333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-04,2022-09-05,8.888888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-05,2022-09-06,13.611111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-06,2022-09-07,17.777777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-07,2022-09-08,14.166666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-08,2022-09-09,8.472222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-09,2022-09-10,9.305555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-10,2022-09-11,5.555555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-11,2022-09-12,8.472222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-12,2022-09-13,10.972222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-13,2022-09-14,14.861111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-14,2022-09-15,11.111111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-15,2022-09-16,8.333333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-16,2022-09-17,8.472222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-17,2022-09-18,5.972222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-18,2022-09-19,6.111111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-19,2022-09-20,7.777777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-20,2022-09-21,12.083333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-21,2022-09-22,10.555555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-22,2022-09-23,11.805555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-23,2022-09-24,16.388888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-24,2022-09-25,15.972222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-25,2022-09-26,10.138888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-26,2022-09-27,7.638888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-27,2022-09-28,3.472222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-28,2022-09-29,6.388888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-29,2022-09-30,12.916666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-09-30,2022-10-01,14.583333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-01,2022-10-02,7.361111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-02,2022-10-03,5.555555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-03,2022-10-04,10.138888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-04,2022-10-05,13.333333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-05,2022-10-06,16.805555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-06,2022-10-07,19.305555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-07,2022-10-08,17.916666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-08,2022-10-09,17.361111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-09,2022-10-10,12.083333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-10,2022-10-11,21.25,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-11,2022-10-12,23.888888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-12,2022-10-13,24.166666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-13,2022-10-14,24.305555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-14,2022-10-15,14.444444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-15,2022-10-16,7.638888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-16,2022-10-17,16.111111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-17,2022-10-18,24.583333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-18,2022-10-19,21.944444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-19,2022-10-20,15.833333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-20,2022-10-21,18.194444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-21,2022-10-22,14.027777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-22,2022-10-23,10.972222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-23,2022-10-24,16.25,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-24,2022-10-25,11.388888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-25,2022-10-26,12.777777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-26,2022-10-27,18.888888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-27,2022-10-28,25.0,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-28,2022-10-29,29.861111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-29,2022-10-30,29.305555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-30,2022-10-31,26.805555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-10-31,2022-11-01,28.055555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-01,2022-11-02,15.972222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-02,2022-11-03,16.111111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-03,2022-11-04,20.555555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-04,2022-11-05,9.166666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-05,2022-11-06,10.833333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-06,2022-11-07,10.972222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-07,2022-11-08,13.472222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-08,2022-11-09,22.916666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-09,2022-11-10,13.194444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-10,2022-11-11,15.416666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-11,2022-11-12,22.361111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-12,2022-11-13,19.027777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-13,2022-11-14,19.722222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-14,2022-11-15,17.777777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-15,2022-11-16,22.638888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-16,2022-11-17,15.416666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-17,2022-11-18,11.527777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-18,2022-11-19,5.277777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-19,2022-11-20,5.555555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-20,2022-11-21,5.0,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-21,2022-11-22,10.694444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-22,2022-11-23,10.0,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-23,2022-11-24,13.333333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-24,2022-11-25,15.277777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-25,2022-11-26,20.833333,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-26,2022-11-27,20.138888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-27,2022-11-28,16.944444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-28,2022-11-29,23.888888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-29,2022-11-30,16.805555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-30,2022-12-01,15.694444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-01,2022-12-02,19.722222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-02,2022-12-03,14.861111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-03,2022-12-04,14.305555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-04,2022-12-05,15.0,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-05,2022-12-06,18.472222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-06,2022-12-07,16.111111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-07,2022-12-08,15.138888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-08,2022-12-09,17.222222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-09,2022-12-10,23.75,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-10,2022-12-11,23.055555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-11,2022-12-12,21.527777,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-12,2022-12-13,25.694444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-13,2022-12-14,22.916666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-14,2022-12-15,23.055555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-15,2022-12-16,30.344202,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-16,2022-12-17,25.851449,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-17,2022-12-18,39.076086,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-18,2022-12-19,41.630434,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-19,2022-12-20,33.297101,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-20,2022-12-21,26.340579,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-21,2022-12-22,10.652173,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-22,2022-12-23,6.177536,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-23,2022-12-24,3.07971,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-24,2022-12-25,10.217391,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-25,2022-12-26,7.826086,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-26,2022-12-27,3.913043,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-27,2022-12-28,10.018115,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-28,2022-12-29,11.213768,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-29,2022-12-30,6.431159,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-30,2022-12-31,4.474637,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-01,2022-01-02,27.916666,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-02,2022-01-03,19.861111,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-03,2022-01-04,13.194444,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-04,2022-01-05,7.638888,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-05,2022-01-06,8.75,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-06,2022-01-07,13.055555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-07,2022-01-08,12.222222,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-08,2022-01-09,9.305555,ug.m-3,day,1,1,2023-06-27 14:13:59
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-09,2022-01-10,6.805555,ug.m-3,day,1,1,2023-06-27 14:13:59
