city,date,temp,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,weather_main,weather_description
Stuttgart,2025-04-26,12.16,11.34,10.92,13.2,1020,73,10000,1.54,60,Clear,clear sky
