Samplingpoint,Pollutant,Start,End,Value,Unit,AggType,Validity,Verification,ResultTime,DataCapture,FkObservationLog
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-10,2022-11-11,15.416666000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-11,2022-11-12,22.361111000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-12,2022-11-13,19.027777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-13,2022-11-14,19.722222000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-14,2022-11-15,17.777777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-15,2022-11-16,22.638888000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-16,2022-11-17,15.416666000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-17,2022-11-18,11.527777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-18,2022-11-19,5.277777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-19,2022-11-20,5.555555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-20,2022-11-21,5.000000000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-21,2022-11-22,10.694444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-22,2022-11-23,10.000000000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-23,2022-11-24,13.333333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-24,2022-11-25,15.277777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-25,2022-11-26,20.833333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-26,2022-11-27,20.138888000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-27,2022-11-28,16.944444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-28,2022-11-29,23.888888000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-29,2022-11-30,16.805555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-11-30,2022-12-01,15.694444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-01,2022-12-02,19.722222000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-02,2022-12-03,14.861111000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-03,2022-12-04,14.305555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-04,2022-12-05,15.000000000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-05,2022-12-06,18.472222000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-06,2022-12-07,16.111111000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-07,2022-12-08,15.138888000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-08,2022-12-09,17.222222000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-09,2022-12-10,23.750000000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-10,2022-12-11,23.055555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-11,2022-12-12,21.527777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-12,2022-12-13,25.694444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-13,2022-12-14,22.916666000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-14,2022-12-15,23.055555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-15,2022-12-16,30.344202000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-16,2022-12-17,25.851449000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-17,2022-12-18,39.076086000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-18,2022-12-19,41.630434000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-19,2022-12-20,33.297101000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-20,2022-12-21,26.340579000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-21,2022-12-22,10.652173000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-22,2022-12-23,6.177536000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-23,2022-12-24,3.079710000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-24,2022-12-25,10.217391000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-25,2022-12-26,7.826086000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-26,2022-12-27,3.913043000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-27,2022-12-28,10.018115000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-28,2022-12-29,11.213768000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-29,2022-12-30,6.431159000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW013_PM1_dataGroup2,5,2022-12-30,2022-12-31,4.474637000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,c2a618d0-e9c5-408e-9277-ef70964eae09
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-01,2022-01-02,27.916666000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-02,2022-01-03,19.861111000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-03,2022-01-04,13.194444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-04,2022-01-05,7.638888000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-05,2022-01-06,8.750000000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-06,2022-01-07,13.055555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-07,2022-01-08,12.222222000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-08,2022-01-09,9.305555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-09,2022-01-10,6.805555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-10,2022-01-11,20.138888000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-11,2022-01-12,24.861111000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-12,2022-01-13,23.472222000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-13,2022-01-14,35.277777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-14,2022-01-15,44.027777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-15,2022-01-16,37.777777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-16,2022-01-17,25.416666000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-17,2022-01-18,17.083333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-18,2022-01-19,15.694444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-19,2022-01-20,23.194444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-20,2022-01-21,10.000000000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-21,2022-01-22,21.666666000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-22,2022-01-23,13.194444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-23,2022-01-24,13.194444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-24,2022-01-25,21.527777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-25,2022-01-26,37.916666000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-26,2022-01-27,28.194444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-27,2022-01-28,24.027777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-28,2022-01-29,18.333333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-29,2022-01-30,16.527777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-30,2022-01-31,14.305555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-01-31,2022-02-01,11.666666000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-01,2022-02-02,13.333333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-02,2022-02-03,13.194444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-03,2022-02-04,22.083333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-04,2022-02-05,14.305555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-05,2022-02-06,13.333333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-06,2022-02-07,9.583333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-07,2022-02-08,13.333333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-08,2022-02-09,21.111111000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-09,2022-02-10,28.055555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-10,2022-02-11,28.472222000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-11,2022-02-12,15.555555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-12,2022-02-13,23.194444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-13,2022-02-14,25.555555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-14,2022-02-15,24.027777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-15,2022-02-16,16.250000000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-16,2022-02-17,13.750000000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-17,2022-02-18,18.333333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-18,2022-02-19,20.416666000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-19,2022-02-20,14.166666000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-20,2022-02-21,9.027777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-21,2022-02-22,12.500000000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-22,2022-02-23,16.111111000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-23,2022-02-24,19.722222000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-24,2022-02-25,20.277777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-25,2022-02-26,14.722222000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-26,2022-02-27,14.444444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-27,2022-02-28,12.638888000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-02-28,2022-03-01,23.472222000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-01,2022-03-02,23.194444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-02,2022-03-03,36.805555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-03,2022-03-04,38.333333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-04,2022-03-05,29.027777000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-05,2022-03-06,19.861111000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-06,2022-03-07,19.305555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-07,2022-03-08,21.805555000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-08,2022-03-09,25.833333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-09,2022-03-10,34.444444000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-10,2022-03-11,30.972222000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-11,2022-03-12,26.388888000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-12,2022-03-13,28.611111000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-13,2022-03-14,33.333333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-14,2022-03-15,18.611111000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-15,2022-03-16,23.888888000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-16,2022-03-17,33.333333000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
DE/SPO.DE_DEBW099_PM1_dataGroup2,5,2022-03-17,2022-03-18,44.722222000000000000,ug.m-3,day,1,1,2023-06-27 14:13:59,,7e6a75c2-ee38-466b-9ceb-6d7bc1a2bcd0
